"Rk.x","Player","Player_Href.x","Nation.x","Pos.x","Squad.x","Age.x","Born.x","MP_Playing Time","Starts_Playing Time","Min_Playing Time","Mins_Per_90_Playing Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per 90 Minutes","Ast_Per 90 Minutes","G+A_Per 90 Minutes","G_minus_PK_Per 90 Minutes","G+A_minus_PK_Per 90 Minutes","xG_Per 90 Minutes","xAG_Per 90 Minutes","xG+xAG_Per 90 Minutes","npxG_Per 90 Minutes","npxG+xAG_Per 90 Minutes","Matches.x","url.x","Rk.y","Player_Href.y","Nation.y","Pos.y","Squad.y","Age.y","Born.y","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected.y","npxG_Expected.y","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Matches.y","url.y","Rk.x.x","Player_Href.x.x","Nation.x.x","Pos.x.x","Squad.x.x","Age.x.x","Born.x.x","Mins_Per_90.y","CrdY.y","CrdR.y","2CrdY","Fls","Fld","Off","Crs","Int.x","TklW","PKwon","PKcon","OG","Recov","Won_Aerial Duels","Lost_Aerial Duels","Won_percent_Aerial Duels","Matches.x.x","url.x.x","Rk.y.y","Player_Href.y.y","Nation.y.y","Pos.y.y","Squad.y.y","Age.y.y","Born.y.y","Mins_Per_90.x.x","SCA_SCA","SCA90_SCA","PassLive_SCA Types","PassDead_SCA Types","TO_SCA Types","Sh_SCA Types","Fld_SCA Types","Def_SCA Types","GCA_GCA","GCA90_GCA","PassLive_GCA Types","PassDead_GCA Types","TO_GCA Types","Sh_GCA Types","Fld_GCA Types","Def_GCA Types","Matches.y.y","url.y.y","Rk","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90.y.y","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.y","Tkl+Int","Clr","Err","Matches","url"
609,"Tommy Simkin","/en/players/ae7f5d8a/Tommy-Simkin","eng ENG","GK","Stoke City",18,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",609,"/en/players/ae7f5d8a/Tommy-Simkin","eng ENG","GK","Stoke City",18,2004,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",609,"/en/players/ae7f5d8a/Tommy-Simkin","eng ENG","GK","Stoke City",18,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",609,"/en/players/ae7f5d8a/Tommy-Simkin","eng ENG","GK","Stoke City",18,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",609,"/en/players/ae7f5d8a/Tommy-Simkin","eng ENG","GK","Stoke City",18,2004,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
610,"Ellis Simms","/en/players/26d3b5be/Ellis-Simms","eng ENG","FW","Coventry City",22,2001,46,30,2724,30.3,13,1,14,13,0,0,3,0,11.2,11.2,2,13.2,56,36,237,0.43,0.03,0.46,0.43,0.46,0.37,0.07,0.44,0.37,0.44,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",610,"/en/players/26d3b5be/Ellis-Simms","eng ENG","FW","Coventry City",22,2001,30.3,13,84,34,40.5,2.78,1.12,0.15,0.38,14.2,0,0,0,11.2,11.2,0.14,1.8,1.8,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",610,"/en/players/26d3b5be/Ellis-Simms","eng ENG","FW","Coventry City",22,2001,30.3,3,0,0,40,16,7,16,2,7,0,0,0,54,51,93,35.4,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",610,"/en/players/26d3b5be/Ellis-Simms","eng ENG","FW","Coventry City",22,2001,30.3,55,1.82,35,0,5,9,5,1,4,0.13,1,0,0,3,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",610,"/en/players/26d3b5be/Ellis-Simms","eng ENG","FW","Coventry City",22,2001,30.3,12,7,2,4,6,4,11,36.4,7,9,2,7,2,14,20,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
611,"Xavier Simons","/en/players/2f0cfc9b/Xavier-Simons","eng ENG","MF,FW","Hull City",20,2003,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.23,0.23,0,0.23,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",611,"/en/players/2f0cfc9b/Xavier-Simons","eng ENG","MF,FW","Hull City",20,2003,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",611,"/en/players/2f0cfc9b/Xavier-Simons","eng ENG","MF,FW","Hull City",20,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",611,"/en/players/2f0cfc9b/Xavier-Simons","eng ENG","MF,FW","Hull City",20,2003,0.2,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",611,"/en/players/2f0cfc9b/Xavier-Simons","eng ENG","MF,FW","Hull City",20,2003,0.2,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,1,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
612,"Jack Simpson","/en/players/76fa5f80/Jack-Simpson","eng ENG","DF","Cardiff City",26,1996,1,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",612,"/en/players/76fa5f80/Jack-Simpson","eng ENG","DF","Cardiff City",26,1996,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",612,"/en/players/76fa5f80/Jack-Simpson","eng ENG","DF","Cardiff City",26,1996,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",612,"/en/players/76fa5f80/Jack-Simpson","eng ENG","DF","Cardiff City",26,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",612,"/en/players/76fa5f80/Jack-Simpson","eng ENG","DF","Cardiff City",26,1996,0.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
613,"Doğukan Sınık","/en/players/fa027b60/Dogukan-Sinik","tr TUR","FW","Hull City",24,1999,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",613,"/en/players/fa027b60/Dogukan-Sinik","tr TUR","FW","Hull City",24,1999,0.3,0,1,1,100,3.91,3.91,0,0,47.2,0,0,0,0,0,0.01,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",613,"/en/players/fa027b60/Dogukan-Sinik","tr TUR","FW","Hull City",24,1999,0.3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,NA,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",613,"/en/players/fa027b60/Dogukan-Sinik","tr TUR","FW","Hull City",24,1999,0.3,2,7.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",613,"/en/players/fa027b60/Dogukan-Sinik","tr TUR","FW","Hull City",24,1999,0.3,1,0,1,0,0,0,0,NA,0,0,0,0,1,2,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
614,"Luis Sinisterra","/en/players/8e16dd48/Luis-Sinisterra","co COL","MF","Leeds United",24,1999,2,2,174,1.9,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,5,10,15,0.52,0,0.52,0.52,0.52,0.21,0.15,0.36,0.21,0.36,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",614,"/en/players/8e16dd48/Luis-Sinisterra","co COL","MF","Leeds United",24,1999,1.9,1,5,4,80,2.59,2.07,0.2,0.25,21.9,0,0,0,0.4,0.4,0.08,0.6,0.6,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",614,"/en/players/8e16dd48/Luis-Sinisterra","co COL","MF","Leeds United",24,1999,1.9,0,0,0,3,1,0,1,0,1,0,0,0,10,3,2,60,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",614,"/en/players/8e16dd48/Luis-Sinisterra","co COL","MF","Leeds United",24,1999,1.9,13,6.72,9,0,1,2,1,0,3,1.55,1,0,0,2,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",614,"/en/players/8e16dd48/Luis-Sinisterra","co COL","MF","Leeds United",24,1999,1.9,1,1,0,0,1,1,4,25,3,4,0,4,0,1,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
615,"Emmanouil Siopis","/en/players/36a6f28d/Emmanouil-Siopis","gr GRE","MF","Cardiff City",29,1994,42,38,3282,36.5,0,0,0,0,0,0,6,0,0.2,0.2,0.7,0.9,14,130,16,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",615,"/en/players/36a6f28d/Emmanouil-Siopis","gr GRE","MF","Cardiff City",29,1994,36.5,0,10,4,40,0.27,0.11,0,0,28.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",615,"/en/players/36a6f28d/Emmanouil-Siopis","gr GRE","MF","Cardiff City",29,1994,36.5,6,0,0,21,48,0,6,54,44,0,0,0,249,25,38,39.7,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",615,"/en/players/36a6f28d/Emmanouil-Siopis","gr GRE","MF","Cardiff City",29,1994,36.5,39,1.07,35,0,1,0,2,1,1,0.03,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",615,"/en/players/36a6f28d/Emmanouil-Siopis","gr GRE","MF","Cardiff City",29,1994,36.5,71,44,28,39,4,36,89,40.4,53,29,5,24,54,125,42,3,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
616,"Regan Slater","/en/players/ba4d4908/Regan-Slater","eng ENG","MF,DF","Hull City",23,1999,38,31,2783,30.9,2,1,3,2,0,0,4,0,1.7,1.7,1.5,3.2,44,92,62,0.06,0.03,0.1,0.06,0.1,0.05,0.05,0.1,0.05,0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",616,"/en/players/ba4d4908/Regan-Slater","eng ENG","MF,DF","Hull City",23,1999,30.9,2,24,6,25,0.78,0.19,0.08,0.33,21.9,0,0,0,1.7,1.7,0.07,0.3,0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",616,"/en/players/ba4d4908/Regan-Slater","eng ENG","MF,DF","Hull City",23,1999,30.9,4,0,0,20,29,3,28,13,21,1,1,0,150,25,28,47.2,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",616,"/en/players/ba4d4908/Regan-Slater","eng ENG","MF,DF","Hull City",23,1999,30.9,44,1.42,33,2,1,4,4,0,1,0.03,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",616,"/en/players/ba4d4908/Regan-Slater","eng ENG","MF,DF","Hull City",23,1999,30.9,37,21,21,12,4,21,44,47.7,23,30,14,16,13,50,43,2,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
617,"William Smallbone","/en/players/5e105217/William-Smallbone","ie IRL","MF","Southampton",23,2000,43,35,3002,33.4,6,3,9,6,0,0,8,0,6,6,4.1,10.1,51,214,117,0.18,0.09,0.27,0.18,0.27,0.18,0.12,0.3,0.18,0.3,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",617,"/en/players/5e105217/William-Smallbone","ie IRL","MF","Southampton",23,2000,33.4,6,56,17,30.4,1.68,0.51,0.11,0.35,16.8,1,0,0,6,6,0.11,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",617,"/en/players/5e105217/William-Smallbone","ie IRL","MF","Southampton",23,2000,33.4,8,0,0,35,16,3,75,30,34,0,0,0,138,8,20,28.6,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",617,"/en/players/5e105217/William-Smallbone","ie IRL","MF","Southampton",23,2000,33.4,97,2.91,75,10,1,5,2,4,7,0.21,6,0,0,1,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",617,"/en/players/5e105217/William-Smallbone","ie IRL","MF","Southampton",23,2000,33.4,49,34,18,23,8,18,47,38.3,29,33,8,25,30,79,23,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
618,"Andy Smith","/en/players/596088c2/Andy-Smith","sct SCO","MF","Hull City",21,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",618,"/en/players/596088c2/Andy-Smith","sct SCO","MF","Hull City",21,2001,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",618,"/en/players/596088c2/Andy-Smith","sct SCO","MF","Hull City",21,2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",618,"/en/players/596088c2/Andy-Smith","sct SCO","MF","Hull City",21,2001,0,1,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",618,"/en/players/596088c2/Andy-Smith","sct SCO","MF","Hull City",21,2001,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
619,"Michael Smith","/en/players/b93da142/Michael-Smith","eng ENG","FW,MF","Sheffield Weds",31,1991,31,11,1230,13.7,4,0,4,4,0,0,2,0,3.8,3.8,0.5,4.3,5,12,62,0.29,0,0.29,0.29,0.29,0.28,0.03,0.31,0.28,0.31,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",619,"/en/players/b93da142/Michael-Smith","eng ENG","FW,MF","Sheffield Weds",31,1991,13.7,4,23,9,39.1,1.68,0.66,0.17,0.44,11.2,0,0,0,3.8,3.8,0.16,0.2,0.2,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",619,"/en/players/b93da142/Michael-Smith","eng ENG","FW,MF","Sheffield Weds",31,1991,13.7,2,0,0,40,13,12,5,1,4,0,0,0,28,68,63,51.9,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",619,"/en/players/b93da142/Michael-Smith","eng ENG","FW,MF","Sheffield Weds",31,1991,13.7,25,1.83,18,0,0,4,3,0,2,0.15,1,0,0,1,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",619,"/en/players/b93da142/Michael-Smith","eng ENG","FW,MF","Sheffield Weds",31,1991,13.7,9,4,3,5,1,4,13,30.8,9,12,1,11,1,10,19,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
620,"Tommy Smith","/en/players/e9208654/Tommy-Smith","eng ENG","DF","Middlesbrough",31,1992,6,4,383,4.3,0,0,0,0,0,0,3,1,0.1,0.1,0.5,0.6,8,28,9,0,0,0,0,0,0.01,0.13,0.14,0.01,0.14,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",620,"/en/players/e9208654/Tommy-Smith","eng ENG","DF","Middlesbrough",31,1992,4.3,0,2,0,0,0.47,0,0,NA,28.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",620,"/en/players/e9208654/Tommy-Smith","eng ENG","DF","Middlesbrough",31,1992,4.3,3,1,1,7,3,0,8,10,5,0,0,0,25,4,2,66.7,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",620,"/en/players/e9208654/Tommy-Smith","eng ENG","DF","Middlesbrough",31,1992,4.3,8,1.88,8,0,0,0,0,0,1,0.23,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",620,"/en/players/e9208654/Tommy-Smith","eng ENG","DF","Middlesbrough",31,1992,4.3,10,5,7,3,0,8,14,57.1,6,6,0,6,10,20,11,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
621,"Paul Smyth","/en/players/0747000e/Paul-Smyth","nir NIR","FW,MF","QPR",25,1997,44,22,2189,24.3,3,1,4,3,0,0,8,0,4.7,4.7,2.1,6.7,106,50,174,0.12,0.04,0.16,0.12,0.16,0.19,0.08,0.28,0.19,0.28,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",621,"/en/players/0747000e/Paul-Smyth","nir NIR","FW,MF","QPR",25,1997,24.3,3,38,12,31.6,1.56,0.49,0.08,0.25,14.7,0,0,0,4.7,4.7,0.12,-1.7,-1.7,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",621,"/en/players/0747000e/Paul-Smyth","nir NIR","FW,MF","QPR",25,1997,24.3,8,0,0,39,69,8,111,17,22,0,0,0,103,16,28,36.4,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",621,"/en/players/0747000e/Paul-Smyth","nir NIR","FW,MF","QPR",25,1997,24.3,57,2.34,26,4,9,7,9,2,4,0.16,1,1,1,0,1,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",621,"/en/players/0747000e/Paul-Smyth","nir NIR","FW,MF","QPR",25,1997,24.3,36,22,22,10,4,15,41,36.6,26,35,2,33,17,53,25,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
622,"Matthew Sorinola","/en/players/ed47203f/Matthew-Sorinola","eng ENG","DF,MF","Plymouth Argyle",22,2001,12,6,522,5.8,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1,9,17,26,0.17,0.17,0.34,0.17,0.34,0.13,0.04,0.18,0.13,0.18,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",622,"/en/players/ed47203f/Matthew-Sorinola","eng ENG","DF,MF","Plymouth Argyle",22,2001,5.8,1,5,1,20,0.86,0.17,0.2,1,19.6,0,0,0,0.8,0.8,0.16,0.2,0.2,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",622,"/en/players/ed47203f/Matthew-Sorinola","eng ENG","DF,MF","Plymouth Argyle",22,2001,5.8,2,0,0,9,15,0,22,2,6,0,0,0,24,4,14,22.2,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",622,"/en/players/ed47203f/Matthew-Sorinola","eng ENG","DF,MF","Plymouth Argyle",22,2001,5.8,16,2.75,12,2,0,2,0,0,1,0.17,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",622,"/en/players/ed47203f/Matthew-Sorinola","eng ENG","DF,MF","Plymouth Argyle",22,2001,5.8,16,6,6,8,2,7,12,58.3,5,11,2,9,2,18,15,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
623,"Lino Sousa","/en/players/e09d77a2/Lino-Sousa","eng ENG","DF,MF","Plymouth Argyle",18,2005,8,3,269,3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,10,7,17,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",623,"/en/players/e09d77a2/Lino-Sousa","eng ENG","DF,MF","Plymouth Argyle",18,2005,3,0,2,0,0,0.67,0,0,NA,17.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",623,"/en/players/e09d77a2/Lino-Sousa","eng ENG","DF,MF","Plymouth Argyle",18,2005,3,1,0,0,2,2,1,14,1,4,0,0,0,4,3,3,50,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",623,"/en/players/e09d77a2/Lino-Sousa","eng ENG","DF,MF","Plymouth Argyle",18,2005,3,5,1.67,4,0,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",623,"/en/players/e09d77a2/Lino-Sousa","eng ENG","DF,MF","Plymouth Argyle",18,2005,3,4,4,2,1,1,4,5,80,1,5,0,5,1,5,10,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
624,"Harry Souttar","/en/players/0a6cb1b1/Harry-Souttar","au AUS","DF","Leicester City",24,1998,3,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",624,"/en/players/0a6cb1b1/Harry-Souttar","au AUS","DF","Leicester City",24,1998,1.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",624,"/en/players/0a6cb1b1/Harry-Souttar","au AUS","DF","Leicester City",24,1998,1.1,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0,100,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",624,"/en/players/0a6cb1b1/Harry-Souttar","au AUS","DF","Leicester City",24,1998,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",624,"/en/players/0a6cb1b1/Harry-Souttar","au AUS","DF","Leicester City",24,1998,1.1,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,2,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
625,"Djed Spence","/en/players/9bc9a519/Djed-Spence","eng ENG","DF","Leeds United",22,2000,7,5,387,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,16,15,43,0,0,0,0,0,0.02,0.07,0.08,0.02,0.08,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",625,"/en/players/9bc9a519/Djed-Spence","eng ENG","DF","Leeds United",22,2000,4.3,0,2,0,0,0.47,0,0,NA,19.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",625,"/en/players/9bc9a519/Djed-Spence","eng ENG","DF","Leeds United",22,2000,4.3,0,0,0,3,5,0,10,8,11,0,0,0,31,3,2,60,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",625,"/en/players/9bc9a519/Djed-Spence","eng ENG","DF","Leeds United",22,2000,4.3,9,2.09,6,0,0,1,2,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",625,"/en/players/9bc9a519/Djed-Spence","eng ENG","DF","Leeds United",22,2000,4.3,17,11,10,5,2,5,8,62.5,3,10,4,6,8,25,11,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
626,"Tony Springett","/en/players/35be8087/Tony-Springett","ie IRL","FW,MF","Norwich City",20,2002,10,1,216,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,11,7,16,0,0,0,0,0,0.04,0.06,0.1,0.04,0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/stats/2023-2024-Championship-Stats",626,"/en/players/35be8087/Tony-Springett","ie IRL","FW,MF","Norwich City",20,2002,2.4,0,1,0,0,0.42,0,0,NA,13.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,"Matches","https://fbref.com/en/comps/10/2023-2024/shooting/2023-2024-Championship-Stats",626,"/en/players/35be8087/Tony-Springett","ie IRL","FW,MF","Norwich City",20,2002,2.4,1,0,0,3,5,1,6,1,3,0,0,0,12,0,3,0,"Matches","https://fbref.com/en/comps/10/2023-2024/misc/2023-2024-Championship-Stats",626,"/en/players/35be8087/Tony-Springett","ie IRL","FW,MF","Norwich City",20,2002,2.4,7,2.92,5,0,1,0,1,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/10/2023-2024/gca/2023-2024-Championship-Stats",626,"/en/players/35be8087/Tony-Springett","ie IRL","FW,MF","Norwich City",20,2002,2.4,5,3,2,3,0,4,5,80,1,6,2,4,1,6,2,0,"Matches","https://fbref.com/en/comps/10/2023-2024/defense/2023-2024-Championship-Stats"
